clienteid,evadio,genero,adulto mayor,tiene pareja,tiene dependientes,meses de contrato,servicio telefonico,multilineas,servicio internet,seguridad en linea,respaldo en linea,proteccion de dispositivos,soporte tecnico,television por streaming,suscripcion peliculas,tipo de contrato,factura online,metodo de pago,total del mes,total cliente,cuentas_diarias,cantidad_servicios,evadio_numeric
2640-PMGFL,Si,Hombre,0,No,Si,27,Si,Si,Fibra optica,No,No,No,Si,No,No,Mensual,Si,Cheque electronico,79.5,2180.55,2.65,3,1
2642-DTVCO,Si,Hombre,1,No,No,9,Si,Si,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque electronico,85.05,746.5,2.835,3,1
2642-MAWLJ,No,Mujer,0,Si,Si,36,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automatico),20.25,717.95,0.675,1,0
2645-QTLMB,Si,Hombre,0,No,No,7,Si,No,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electronico,94.25,669.0,3.1416666666666666,4,1
2649-HWLYB,No,Hombre,0,Si,No,65,Si,Si,DSL,Si,No,Si,Si,No,Si,Dos años,No,Transferencia bancaria (automatico),76.15,4929.55,2.5383333333333336,6,0
2650-GYRYL,No,Hombre,0,Si,Si,33,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Transferencia bancaria (automatico),19.45,600.25,0.6483333333333333,1,0
2651-ZCBXV,No,Hombre,0,No,No,54,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Dos años,Si,Tarjeta de credito (automatico),108.0,5760.65,3.6,7,0
2654-VBVPB,No,Mujer,0,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria (automatico),19.9,19.9,0.6633333333333333,1,0
2656-FMOKZ,Si,Mujer,1,No,No,15,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque por correo,74.45,1145.7,2.481666666666667,2,1
2656-TABEH,Si,Hombre,0,Si,No,4,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electronico,100.2,420.2,3.3400000000000003,5,1
2657-ALMWY,Si,Mujer,1,Si,No,26,Si,No,Fibra optica,No,Si,No,No,No,Si,Mensual,No,Cheque electronico,84.95,2169.75,2.8316666666666666,3,1
2657-VPXTA,No,Mujer,0,Si,Si,10,Si,No,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,88.85,929.45,2.9616666666666664,3,0
2659-VXMWZ,Si,Hombre,0,Si,Si,67,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Anual,Si,Cheque electronico,111.3,7482.1,3.71,7,1
2660-EMUBI,Si,Hombre,1,No,No,10,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,95.35,898.35,3.1783333333333332,4,1
2661-GKBTK,No,Hombre,0,Si,Si,60,Si,No,DSL,No,Si,No,Si,Si,Si,Dos años,No,Transferencia bancaria (automatico),76.95,4543.95,2.565,5,0
2662-NNTDK,No,Hombre,0,No,No,65,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de credito (automatico),24.8,1600.95,0.8266666666666667,2,0
2664-XJZNO,No,Hombre,0,Si,Si,72,Si,No,Fibra optica,Si,No,Si,Si,Si,Si,Dos años,Si,Tarjeta de credito (automatico),104.9,7559.55,3.496666666666667,6,0
2665-NPTGL,No,Mujer,1,Si,No,26,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Transferencia bancaria (automatico),98.1,2510.7,3.27,5,0
2667-WYLWJ,Si,Mujer,0,Si,Si,8,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Cheque por correo,19.75,145.0,0.6583333333333333,1,1
2668-TZSPS,No,Hombre,0,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,20.45,20.45,0.6816666666666666,1,0
2669-OIDSD,No,Mujer,0,Si,No,48,Si,No,Fibra optica,No,No,Si,Si,Si,Si,Mensual,Si,Tarjeta de credito (automatico),100.05,4834.0,3.335,5,0
2669-QVCRG,No,Mujer,0,No,No,41,Si,Si,Fibra optica,Si,No,No,No,No,No,Mensual,Si,Tarjeta de credito (automatico),81.3,3190.65,2.71,3,0
2672-DZUOY,Si,Hombre,0,No,No,1,No,Sin servicio telefonico,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electronico,25.15,25.15,0.8383333333333333,0,1
2672-HUYVI,Si,Mujer,0,No,No,6,Si,No,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,91.1,455.3,3.0366666666666666,3,1
2672-OJQZP,No,Mujer,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,44.75,44.75,1.4916666666666667,1,0
2672-TGEFF,No,Mujer,0,Si,Si,37,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mensual,Si,Cheque electronico,88.8,3340.55,2.96,4,0
2673-CXQEU,No,Mujer,1,No,No,56,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Anual,No,Cheque electronico,110.5,6139.5,3.683333333333333,7,0
2673-ZALNP,No,Mujer,0,No,No,7,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque por correo,19.9,173.15,0.6633333333333333,1,0
2674-MIAHT,No,Mujer,0,No,No,4,Si,Si,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque por correo,80.3,324.2,2.6766666666666667,3,0
2674-MLXMN,No,Mujer,1,No,No,71,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Tarjeta de credito (automatico),99.65,6951.15,3.3216666666666668,5,0
2675-DHUTR,No,Hombre,1,Si,No,58,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electronico,98.9,5780.7,3.296666666666667,5,0
2675-IJRGJ,No,Hombre,0,No,No,53,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automatico),19.65,978.0,0.6549999999999999,1,0
2675-OTVVJ,No,Hombre,1,Si,No,31,Si,Si,Fibra optica,Si,No,No,No,Si,No,Mensual,No,Cheque electronico,89.45,2807.65,2.981666666666667,4,0
2676-ISHSF,No,Hombre,0,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,20.3,20.3,0.6766666666666666,1,0
2676-OXPPQ,No,Hombre,0,No,No,6,Si,No,DSL,Si,Si,No,No,No,No,Mensual,Si,Transferencia bancaria (automatico),55.7,335.65,1.8566666666666667,3,0
2676-SSLTO,No,Hombre,0,No,No,49,Si,Si,DSL,No,No,No,Si,Si,No,Dos años,Si,Transferencia bancaria (automatico),66.15,3199.0,2.205,4,0
2680-XKKNJ,No,Mujer,0,No,No,8,Si,No,DSL,Si,Si,No,Si,No,No,Anual,No,Transferencia bancaria (automatico),58.2,469.25,1.9400000000000002,4,0
2682-KEVRP,No,Mujer,1,No,No,22,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Cheque por correo,20.05,417.0,0.6683333333333333,1,0
2683-BPJSO,Si,Hombre,0,Si,No,29,Si,Si,Fibra optica,Si,Si,No,No,No,No,Mensual,Si,Cheque electronico,84.45,2467.1,2.815,4,1
2683-JXWQQ,No,Hombre,0,Si,Si,61,No,Sin servicio telefonico,DSL,Si,No,Si,No,No,No,Mensual,No,Transferencia bancaria (automatico),33.6,2117.2,1.12,2,0
2684-EIWEO,Si,Mujer,1,No,No,30,Si,Si,Fibra optica,Si,Si,Si,No,No,No,Mensual,No,Tarjeta de credito (automatico),91.7,2758.15,3.0566666666666666,5,1
2685-SREOM,Si,Mujer,0,Si,Si,25,Si,Si,Fibra optica,No,No,Si,No,No,Si,Mensual,Si,Cheque electronico,89.1,2368.4,2.9699999999999998,4,1
2688-BHGOG,No,Hombre,1,No,No,9,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque electronico,79.55,718.55,2.6516666666666664,2,0
2690-DVRVK,No,Hombre,0,Si,Si,5,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque electronico,20.55,99.45,0.685,1,0
2691-NZETQ,Si,Hombre,0,No,No,9,Si,Si,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque electronico,85.35,758.6,2.8449999999999998,3,1
2692-AQCPF,No,Mujer,0,Si,No,65,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Anual,Si,Tarjeta de credito (automatico),108.05,7118.9,3.6016666666666666,7,0
2692-BUCFV,No,Hombre,1,No,No,29,Si,No,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Transferencia bancaria (automatico),101.45,2948.6,3.381666666666667,5,0
2692-PFYTJ,No,Mujer,0,No,No,1,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque por correo,25.75,25.75,0.8583333333333333,2,0
2694-CIUMO,No,Mujer,0,No,No,12,Si,Si,Fibra optica,No,No,No,Si,No,No,Mensual,Si,Tarjeta de credito (automatico),79.55,958.25,2.6516666666666664,3,0
2696-ECXKC,No,Mujer,0,Si,Si,55,Si,Si,Fibra optica,Si,No,No,No,Si,Si,Anual,No,Cheque por correo,100.9,5448.6,3.3633333333333337,5,0
2696-NARTR,Si,Hombre,0,No,No,11,Si,No,Fibra optica,No,No,No,Si,No,No,Mensual,Si,Cheque electronico,73.85,926.25,2.4616666666666664,2,1
2696-RZVZW,No,Hombre,0,Si,No,68,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito (automatico),25.05,1629.2,0.8350000000000001,2,0
2697-NQBPF,No,Hombre,0,No,No,34,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Mensual,Si,Cheque electronico,105.35,3540.65,3.5116666666666663,6,0
2700-LUEVA,No,Hombre,0,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de credito (automatico),20.75,20.75,0.6916666666666667,1,0
2703-AMTUL,No,Hombre,0,Si,Si,36,Si,No,DSL,Si,Si,No,No,No,No,Anual,No,Cheque por correo,53.65,1939.35,1.7883333333333333,3,0
2706-QZIHY,No,Mujer,0,Si,No,15,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,25.2,387.9,0.84,2,0
2709-UQGNP,No,Hombre,0,No,No,10,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque por correo,51.65,524.5,1.7216666666666667,2,0
2710-WYVXG,No,Mujer,0,No,No,3,Si,No,DSL,Si,Si,No,Si,No,Si,Dos años,No,Cheque por correo,71.1,213.35,2.3699999999999997,5,0
2712-SYWAY,No,Mujer,0,No,No,1,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque electronico,25.7,25.7,0.8566666666666667,2,0
2716-GFZOR,No,Hombre,0,Si,No,43,Si,No,Fibra optica,Si,Si,Si,No,No,No,Mensual,Si,Tarjeta de credito (automatico),86.1,3551.65,2.8699999999999997,4,0
2717-HVIZY,No,Mujer,0,No,Si,8,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,20.05,163.6,0.6683333333333333,1,0
2718-GAXQD,Si,Mujer,1,Si,Si,4,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electronico,46.0,181.6,1.5333333333333334,1,1
2718-YSKCS,No,Hombre,0,Si,Si,71,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Transferencia bancaria (automatico),19.6,1387.45,0.6533333333333334,1,0
2719-BDAQO,Si,Hombre,0,No,No,17,Si,No,Fibra optica,Si,No,No,No,Si,Si,Mensual,No,Cheque electronico,93.85,1625.65,3.128333333333333,4,1
2720-FVBQP,No,Mujer,0,Si,Si,6,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,Tarjeta de credito (automatico),48.95,273.25,1.6316666666666668,2,0
2720-WGKHP,Si,Hombre,1,No,No,2,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,94.0,181.7,3.1333333333333333,4,1
2722-JMONI,Si,Mujer,1,Si,No,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque electronico,49.55,49.55,1.6516666666666666,2,1
2722-VOJQL,Si,Hombre,0,No,No,64,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Anual,Si,Tarjeta de credito (automatico),105.65,6903.1,3.521666666666667,6,1
2724-FJDYW,No,Hombre,0,No,Si,39,No,Sin servicio telefonico,DSL,No,No,Si,Si,Si,Si,Anual,No,Transferencia bancaria (automatico),54.85,2191.7,1.8283333333333334,4,0
2725-IWWBA,No,Hombre,0,Si,Si,46,Si,No,DSL,Si,No,Si,Si,No,No,Anual,No,Cheque por correo,56.9,2560.1,1.8966666666666667,4,0
2725-KXXWT,Si,Hombre,0,Si,No,1,Si,No,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,90.75,90.75,3.025,3,1
2725-TTRIQ,No,Mujer,0,Si,Si,72,Si,Si,DSL,Si,No,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automatico),84.2,5986.55,2.8066666666666666,7,0
2729-VNVAP,No,Mujer,0,Si,Si,33,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito (automatico),19.8,641.35,0.66,1,0
2731-GJRDG,No,Mujer,0,No,No,32,Si,Si,Fibra optica,Si,No,Si,Si,Si,Si,Anual,Si,Transferencia bancaria (automatico),109.55,3608.0,3.6516666666666664,7,0
2732-ISEZX,No,Mujer,0,No,No,5,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque por correo,20.5,104.3,0.6833333333333333,1,0
2737-WFVYW,Si,Mujer,0,No,No,2,No,Sin servicio telefonico,DSL,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,45.25,85.5,1.5083333333333333,2,1
2737-YNGYW,Si,Mujer,0,No,No,2,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,No,Cheque electronico,80.55,184.1,2.685,2,1
2739-CACDQ,No,Mujer,1,No,No,17,Si,Si,Fibra optica,No,No,Si,No,No,No,Mensual,Si,Tarjeta de credito (automatico),82.65,1470.05,2.7550000000000003,3,0
2739-CCZMB,No,Hombre,0,No,Si,5,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de credito (automatico),20.35,122.0,0.6783333333333333,1,0
2740-JFBOK,No,Hombre,0,No,No,10,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque electronico,24.0,226.55,0.8,2,0
2740-TVLFN,No,Hombre,0,No,No,1,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electronico,50.15,50.15,1.6716666666666666,2,0
2746-DIJLO,No,Mujer,0,No,No,41,Si,Si,DSL,No,Si,No,No,No,No,Anual,Si,Tarjeta de credito (automatico),56.3,2364.0,1.8766666666666665,3,0
2748-MYRVK,Si,Mujer,0,No,No,63,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Anual,No,Transferencia bancaria (automatico),99.9,6137.0,3.33,5,1
2749-CTKAJ,No,Hombre,0,Si,Si,22,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque por correo,20.15,419.9,0.6716666666666666,1,0
2750-BJLSB,No,Mujer,0,No,No,47,Si,No,Fibra optica,Si,No,Si,Si,Si,Si,Anual,Si,Cheque electronico,103.7,4730.6,3.4566666666666666,6,0
2753-JMMCV,No,Hombre,0,No,No,65,Si,Si,DSL,No,Si,Si,Si,No,Si,Dos años,Si,Tarjeta de credito (automatico),74.2,4805.65,2.4733333333333336,6,0
2754-SDJRD,No,Mujer,1,No,No,8,Si,Si,Fibra optica,No,No,No,Si,Si,Si,Mensual,Si,Tarjeta de credito (automatico),100.15,908.55,3.3383333333333334,5,0
2754-VDLTR,Si,Hombre,0,No,Si,10,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,No,Cheque electronico,95.2,930.4,3.1733333333333333,4,1
2754-XBHTB,Si,Mujer,0,No,No,9,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Transferencia bancaria (automatico),77.65,714.15,2.5883333333333334,2,1
2758-RNWXS,No,Hombre,0,No,No,35,Si,No,Fibra optica,Si,No,No,Si,No,Si,Anual,Si,Cheque electronico,89.2,3251.3,2.9733333333333336,4,0
2761-OCIAX,Si,Hombre,1,No,No,2,Si,No,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque electronico,74.7,165.4,2.49,2,1
2761-XECQW,No,Hombre,1,Si,No,8,No,Sin servicio telefonico,DSL,No,Si,Si,No,No,Si,Mensual,Si,Cheque por correo,43.35,371.4,1.445,3,0
2770-NSVDG,No,Hombre,0,Si,No,24,No,Sin servicio telefonico,DSL,No,No,Si,No,No,No,Mensual,No,Cheque electronico,29.1,688.0,0.9700000000000001,1,0
2773-MADBQ,No,Mujer,0,No,No,36,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,No,Si,Dos años,Si,Cheque por correo,53.1,1901.25,1.77,5,0
2773-OVBPK,No,Hombre,0,Si,No,67,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automatico),111.3,7567.2,3.71,7,0
2774-LVQUS,Si,Mujer,1,Si,No,15,Si,Si,Fibra optica,No,No,Si,Si,No,No,Mensual,Si,Cheque electronico,83.05,1258.3,2.768333333333333,4,1
2775-SEFEE,No,Hombre,0,No,Si,0,Si,Si,DSL,Si,Si,No,Si,No,No,Dos años,Si,Transferencia bancaria (automatico),61.9,,2.0633333333333335,5,0
2777-PHDEI,Si,Mujer,0,No,No,1,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,No,Cheque electronico,78.05,78.05,2.6016666666666666,2,1
2778-OCLGR,Si,Hombre,1,Si,No,24,No,Sin servicio telefonico,DSL,Si,No,No,No,No,Si,Mensual,No,Transferencia bancaria (automatico),39.1,971.3,1.3033333333333335,2,1
2782-JEEBU,No,Hombre,0,No,No,21,No,Sin servicio telefonico,DSL,No,Si,No,Si,No,No,Mensual,Si,Cheque por correo,36.0,780.15,1.2,2,0
2782-LFZVW,No,Mujer,0,No,No,11,Si,Si,DSL,No,No,No,No,No,Si,Mensual,Si,Cheque por correo,58.95,601.6,1.965,3,0
2786-GCDPI,No,Mujer,1,No,No,50,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Mensual,Si,Cheque electronico,104.95,5222.35,3.4983333333333335,6,0
2788-CJQAQ,No,Hombre,0,No,No,13,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque por correo,19.45,270.2,0.6483333333333333,1,0
2789-CZANW,No,Mujer,0,Si,Si,64,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Dos años,No,Transferencia bancaria (automatico),110.3,6997.3,3.6766666666666667,7,0
2789-HQBOU,No,Hombre,0,No,No,3,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque electronico,80.35,253.8,2.6783333333333332,2,0
2790-XUYMV,No,Hombre,0,No,Si,71,Si,Si,Fibra optica,Si,Si,No,No,No,No,Anual,Si,Tarjeta de credito (automatico),85.45,6028.95,2.8483333333333336,4,0
2791-SFVEW,No,Mujer,0,No,No,9,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria (automatico),20.15,238.15,0.6716666666666666,1,0
2792-LSHWX,No,Mujer,0,No,No,1,Si,No,Fibra optica,Si,Si,No,Si,No,No,Mensual,Si,Cheque por correo,83.4,83.4,2.7800000000000002,4,0
2792-VPPET,No,Hombre,0,No,No,3,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque electronico,20.5,76.95,0.6833333333333333,1,0
2794-XIMMO,Si,Hombre,0,Si,No,53,No,Sin servicio telefonico,DSL,No,Si,Si,Si,Si,Si,Anual,Si,Cheque electronico,60.45,3184.25,2.015,5,1
2796-NNUFI,No,Mujer,0,Si,Si,46,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Cheque por correo,19.95,927.1,0.6649999999999999,1,0
2796-UUZZO,No,Hombre,0,Si,Si,63,Si,No,Fibra optica,No,Si,Si,No,No,No,Mensual,Si,Tarjeta de credito (automatico),80.3,4896.35,2.6766666666666667,3,0
2798-NYLMZ,No,Hombre,0,Si,No,71,Si,Si,Fibra optica,Si,No,Si,Si,Si,Si,Dos años,Si,Tarjeta de credito (automatico),108.55,7616.0,3.618333333333333,7,0
2799-ARNLO,No,Mujer,1,Si,No,5,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electronico,69.35,341.6,2.3116666666666665,1,0
2799-TSLAG,No,Mujer,0,Si,Si,65,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Transferencia bancaria (automatico),25.3,1748.55,0.8433333333333334,2,0
2800-QQUSO,No,Hombre,0,No,No,42,Si,Si,Fibra optica,No,No,No,Si,Si,Si,Mensual,Si,Cheque electronico,100.3,4222.95,3.3433333333333333,5,0
2800-VEQXM,No,Mujer,0,No,No,3,Si,No,Fibra optica,No,No,Si,No,No,No,Mensual,Si,Cheque por correo,74.75,238.1,2.4916666666666667,2,0
2801-NISEI,No,Hombre,0,No,No,24,Si,No,DSL,Si,No,No,Si,No,No,Mensual,No,Cheque electronico,54.95,1348.5,1.8316666666666668,3,0
2804-ETQDK,No,Hombre,0,No,Si,66,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,20.55,1357.1,0.685,1,0
2805-AUFQN,No,Mujer,0,No,No,25,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito (automatico),19.8,475.2,0.66,1,0
2805-EDJPQ,No,Mujer,0,Si,Si,56,Si,Si,Fibra optica,No,Si,Si,Si,No,Si,Anual,Si,Tarjeta de credito (automatico),99.75,5608.4,3.325,6,0
2806-MLNTI,No,Hombre,1,Si,No,52,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Anual,Si,Transferencia bancaria (automatico),105.1,5376.4,3.503333333333333,6,0
2808-CHTDM,No,Mujer,0,Si,Si,23,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,25.1,611.45,0.8366666666666667,2,0
2809-ILCYT,No,Mujer,0,Si,No,25,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Cheque por correo,26.8,733.55,0.8933333333333333,2,0
2809-ZMYOQ,No,Mujer,0,No,No,32,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electronico,101.35,3334.9,3.378333333333333,5,0
2810-FTLEM,Si,Mujer,0,No,No,16,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque electronico,50.15,762.25,1.6716666666666666,2,1
2811-POVEX,No,Mujer,1,Si,Si,23,Si,No,Fibra optica,No,Si,Si,No,No,Si,Mensual,Si,Transferencia bancaria (automatico),88.45,2130.55,2.9483333333333333,4,0
2812-ENYMO,No,Hombre,0,No,No,26,No,Sin servicio telefonico,DSL,Si,No,No,Si,Si,Si,Anual,No,Tarjeta de credito (automatico),54.55,1362.85,1.8183333333333331,4,0
2812-REYAT,No,Mujer,0,Si,No,49,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Transferencia bancaria (automatico),20.05,923.1,0.6683333333333333,1,0
2812-SFXMJ,No,Hombre,0,No,Si,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,20.05,20.05,0.6683333333333333,1,0
2815-CPTUL,Si,Hombre,1,No,No,5,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque por correo,70.25,331.9,2.341666666666667,1,1
2817-LVCPP,No,Mujer,0,No,No,50,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito (automatico),19.4,1023.95,0.6466666666666666,1,0
